title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Koncepcje korporacjonizmu ",Wojciech Trojan,"
historia ",Instytut Norwida,,"
Szkic poświęcony różnym odmianom korporacjonizmu w krajach europejskich: Włoszech Mussoliniego, Portugalii Salazara, w Austrii Dolfussa oraz w Polsce. ",,"
2003-01-01 ","
2003-01-01 ",,"
polski ",,,
"
Najpiękniejsze baśnie /Książki szczęśliwego dzieciństwa ",praca zbiorowa,"
literatura dziecięca ",Publicat,"
8373414738 ","
Najpiękniejsze i najbardziej znane baśnie Hansa Christiana Andersena, braci Grimm i Charlesa Perraulta. Przedstawiają poruszające historie, niezwykłe losy bohaterów oraz cudowne wydarzenia, które pobudzą wyobraźnię dzieci i przeniosą je w krainę fantazji. Okładka: twarda, ",,"
2003-01-01 ","
2003-01-01 ","
145 ","
polski ",,,
"
Świnka Peppa. Największa kałuża świata. ",praca zbiorowa,"
literatura dziecięca ",Media Service Zawada,,,,"
2003-01-01 ","
2003-01-01 ",,"
polski ","
Monika Kiersnowska ",,
"
Niewola za obce i swoje grzechy. Jeńcy w obozach na Ukrainie 1938-1953 ",Anatolij Czajkowski,"
powieść historyczna ",Oficyna Wydawnicza RYTM,"
8373990763 ","
Książka omawia problem jeńców wojennych na Ukrainie w okresie od 1939 r. do czasu ostatniej repatriacji w 1953. Autor podjął próbę przedstawienia życia jeńców wojennych, traktowanych jako niewolnicza siła robocza, i ich nadzorców, we wszystkich możliwych aspektach, co rzuca nowe światło na istotę sowieckiego systemu. Szczególnie interesujące są, po raz pierwszy ujawnione, metody pracy NKWD skierowanej na tworzenie agentury wśród jeńców przebywających w sowieckiej niewoli, służb specjalnych oraz ich konfrontacji ze służbami III Rzeszy. ",,"
2003-01-01 ","
2003-01-01 ","
514 ","
polski ",,,
"
Internet a dzieci: uzależnienia i inne niebezpieczeństwa ",Parry Aftab,"
poradniki dla rodziców ",Prószyński i S-ka,"
8373372415 ","
Internet jest niezwykłym miejscem. Pozwala na jednoczesne porozumiewanie się, uczenie i zabawę. Coraz więcej dzieci ma do niego dostęp, i to zjawisko jest ze wszech miar jak najbardziej korzystne. Jednak wielu rodziców i opiekunów dzieci dostrzega również ciemną stronę Internetu, jak na przykład wchodzenie na niewłaściwe dla dzieci strony lub kontakty z nieznanymi osobami. Parry Aftab ostrzega przed niebezpieczeństwami, które czyhają na nieletnich w Internecie oraz przedstawia kompletny program umożliwiający korzystanie z bogactw Internetu przy jednoczesnym unikaniu jego zagrożeń. Uczy, jak nadzorować dzieci korzystające z komputera, posługiwać się programami filtrującymi w celu unikania oszustw i niebezpiecznych reklam. ","
Parent's guide to protecting your children in cyberspace ","
2003-01-01 ","
2003-01-01 ","
320 ","
polski ","
Barbara Nicewicz ",,
"
Błogosławieństwo w Dolinie łez ",Linda Dillow,"
nauki spoŇāeczne (psychologia, socjologia, itd.) ",Koinonia,"
8360124000 ","
Czy moŇľna przejŇõńá przez Dolinńô ŇĀez i nie zwńÖtpińá? Czy jest moŇľliwe odnalezienie radoŇõci poŇõr√≥d cierpienia? Czy da sińô nawińÖzańá bliskńÖ wińôŇļ z Bogiem, kiedy idziemy ciemnńÖ dolinńÖ?‚ÄĚ ‚Äď nad tymi pytaniami zastanawia sińô autorka, proponujńÖc studium czterech Psalm√≥w, kt√≥rym nadaje bardzo trafne tytuŇāy: ‚ÄěWspominam dzieŇāa BoŇľe‚ÄĚ, ‚ÄěSkrywam sińô w Jego cieniu‚ÄĚ, ‚ÄěLgnńô do Niego‚ÄĚ oraz ‚ÄěIdńô za Nim‚ÄĚ. KsińÖŇľka nie jest przeznaczona tylko dla tych, kt√≥rzy akurat wkroczyli w ‚ÄěDolinńô ŇĀez‚ÄĚ albo dla tych, kt√≥rzy juŇľ jakiŇõ czas w niej sińô znajdujńÖ. Nawet jeŇõli w tym momencie wszystko ukŇāada sińô pomyŇõlnie, to zapewne nadejdńÖ trudne chwile, w kt√≥rych z BoŇľńÖ pomocńÖ bńôdziemy mogli przejŇõńá przez ciemnńÖ dolinńô. Linda Dillow przekonuje, Ňľe jest moŇľliwe przeŇľycie BŇāogosŇāawieŇĄstwa w Dolinie ŇĀez. ",,"
2003-01-01 ","
2003-01-01 ","
130 ",,,"

Wszyscy przechodzimy w Ňľyciu trudniejsze chwile. Bardzo czńôsto nie rozumiemy dlaczego pewne rzeczy zdarzajńÖ sińô w naszym Ňľyciu i dlaczego musimy cierpieńá. Linda Dillow zabiera nas w podr√≥Ňľ do doliny Ňāez ‚Äď na podstawie analizy Psalm√≥w przypomina nam, Ňľe nasz Stw√≥rca ma wszystko pod kontrolńÖ.

Psalmy kojarzńÖ sińô wielu ludziom tylko jako hymny chwaŇāy ale sńÖ wŇõr√≥d nich r√≥wnieŇľ takie, kt√≥re opisujńÖ b√≥l i cierpienie. Wiele moŇľemy sińô nauczyńá od ich autor√≥w.
Czy w trudnych momentach pamińôtasz co Pan B√≥g juŇľ dla Ciebie uczyniŇā? Czy trzymasz sińô Jego obietnic? Czy to On jest Twoim schronieniem, do kt√≥rego uciekasz w cińôŇľkich momentach?
‚ÄěBŇāogosŇāawiony jest ten, kt√≥rego pomocńÖ jest B√≥g Jakuba, kt√≥rego nadzieja jest w Panu Bogu Jego.‚ÄĚ ( Psalm 146:5)

Linda Dillow to moja ulubiona chrzeŇõcijaŇĄska autorka. Jej ksińÖŇľki pomogŇāy mi juŇľ w wielu aspektach Ňľyciowych. Jest wspaniaŇāńÖ kobietńÖ, kt√≥ra zawsze zwraca nasz wzrok na Jezusa.
Na koŇĄcu kaŇľdej ksińÖŇľki moŇľemy znaleŇļńá studium biblijne. Polecam! 

Wszyscy przechodzimy w Ňľyciu trudniejsze chwile. Bardzo czńôsto nie rozumiemy dlaczego pewne rzeczy zdarzajńÖ sińô w naszym Ňľyciu i dlaczego musimy cierpieńá. Linda Dillow zabiera nas w podr√≥Ňľ do doliny Ňāez ‚Äď na podstawie analizy Psalm√≥w przypomina nam, Ňľe nasz Stw√≥rca ma wszystko pod kontrolńÖ.

Psalmy kojarzńÖ sińô wielu ludziom tylko jako hymny chwaŇāy ale sńÖ wŇõr√≥d nich r√≥wnieŇľ... 

wińôcej



mniej





PokaŇľ mimo to


",
"
Alchemia aktu stwórczego czyli psychologia urzeczywistnienia marzeń ",Ewa Kulejewska,"
poradniki  ",Stu­dio Astrop­sy­cho­lo­gii,"
8373770690 ","
""Alchemia aktu stwórczego"" to książka wybitnej psychoterapeutki, która przekonuje, że nasz los jest tylko i wyłącznie w naszych rękach. Wystarczy poznać jego tendencje, aby go zmienić i z sukcesem i zadowoleniem realizować swoje marzenia.
Zastanów się, jakich słów najczęściej używasz w swoich myślach: umiem, potrafię, czuję się pewnie, mam duże szanse czy nie umiem, nie potrafię, nie daję rady, inni są lepsi. Tak jak myślisz, tak postępujesz, jak postępujesz, takim się stajesz.
Zacznij już dziś żyć, tak jak pragniesz! ",,"
2003-01-01 ","
2003-01-01 ","
175 ","
polski ",,,
"
Błędnik ",Maciej Piotr Prus,"
literatura piękna ",Lampa i Iskra Boża,"
8386735937 ","
Błędnik to zbiór opowiadań o Krakowie, Kanadzie, miłości oraz rzucaniu młotkiem do telewizora. ",,"
2003-01-01 ","
2003-01-01 ","
79 ","
polski ",,,
"
Zgrzyt otwierającej się bramy ",Józef Paweł Natanson,"
biografia, autobiografia, pamiętnik ",Krajowa Agencja Wydawnicza,"
8388072749 ","
Zwiedzając prowincjonalną galerię lub muzeum w jakimś mieście, zdarzyło mi się nie raz i nie dwa, że wśród współczesnego lub mniej współczesnego malarstwa zatrzymywałem się nagle przed obrazami nieznanego mi malarza. Dlaczego? Bo te płótna świadczyły, że malarz zobaczył czy też wyobraził sobie coś, co go przejęło i potrafił to odtworzyć dla nas w skończonej formie własnej sztuki. Na takie miejsce w jakiejś galerii chciałbym zasłużyć.
Józef Natanson ","
Zgrzyt otwierającej się bramy ","
2003-01-01 ","
2003-01-01 ",,"
polski ",,,
"
Una nota falsa ",Lourdes Miquel,"
kryminał, sensacja, thriller ",Difusión,"
8484431290 ","
La agencia de detectives de Lola Lago no va muy bien. Es verano, hace mucho calor y Madrid está vacío. No hay perspectivas e conseguir ningún caso. Pero sucede lo imprevisible: Víctor Monasterio, un famoso cantante melódico, es secuestrado en Madrid y su mánager, Ernesto Salinas, contrata los servicios de Lola para resolver el caso. Ernesto sospecha de Liliana, esposa de Víctor, porque ha recibido una nota muy sospechosa... ",,"
2003-01-01 ",,"
45 ","
hiszpański ",,"

Świetna książka dla osób uczących się języka hiszpańskiego. Lola Lago prowadzi prywatną agencję detektywistyczną w Madrycie. Środek sezonu ogórkowego, inni detektywi są na wakacjach, więc zlecenie odnalezienia zaginionego piosenkarza przypada Loli i jej współpracownikom. Ciekawa intryga, wartka akcja, mnóstwo humoru. Serdecznie zachęcam do sięgnięcia po książkę. Nauka języka podczas przedniej zabawy. 

Świetna książka dla osób uczących się języka hiszpańskiego. Lola Lago prowadzi prywatną agencję detektywistyczną w Madrycie. Środek sezonu ogórkowego, inni detektywi są na wakacjach, więc zlecenie odnalezienia zaginionego piosenkarza przypada Loli i jej współpracownikom. Ciekawa intryga, wartka akcja, mnóstwo humoru. Serdecznie zachęcam do sięgnięcia po książkę. Nauka... 

więcej



mniej





Pokaż mimo to


",
"
Święty Mikołaj ",JarosŇāaw MikoŇāajewski,"
baŇõnie, legendy, podania ",Muchomor,"
839193117X ","
ByŇā biskupem, a znamy go jako duŇľego krasnala z czerwonym nosem, w czerwonej czapie i pelerynie, z dŇāugńÖ brodńÖ.
KaŇľdego roku widujemy go w sklepach, na ulicach i w telewizji, ale tak naprawdńô to nie moŇľna zobaczyńá go nigdzie.MoŇľna go poczuńá.
ZnaleŇļńá w prezentach, w uŇõmiechu, w dobroci. UsŇāyszeńá w biciu serca, w modlitwie.
Taki juŇľ jest ten MikoŇāaj. Zawsze uczynny i skromny. Skupiony na tym, co inni m√≥wińÖ o sobie. ZasŇāuchany. I mŇāody. Chońá - kto by pomyŇõlaŇā! - ma juŇľ prawie 1750 lat. ",,"
2003-01-01 ","
2003-01-01 ",,,,"

Kr√≥tka opowiastka o biskupie MikoŇāaju, kt√≥ry pom√≥gŇā biednemu mńôŇľczyŇļnie i jego trzem c√≥rkom. Og√≥lnie rzecz biorńÖc jest to historyjka niosńÖca przesŇāanie takie, Ňľe kaŇľdy z nas moŇľe a nawet powinien byńá Ňõw. MikoŇāajem i to nie tylko w Ňõwińôta BoŇľego Narodzenia ale przez caŇāy rok. 

Kr√≥tka opowiastka o biskupie MikoŇāaju, kt√≥ry pom√≥gŇā biednemu mńôŇľczyŇļnie i jego trzem c√≥rkom. Og√≥lnie rzecz biorńÖc jest to historyjka niosńÖca przesŇāanie takie, Ňľe kaŇľdy z nas moŇľe a nawet powinien byńá Ňõw. MikoŇāajem i to nie tylko w Ňõwińôta BoŇľego Narodzenia ale przez caŇāy rok. 



PokaŇľ mimo to


",
"
100 sposobów na Google ",Tara Calishain,"
poradniki ",Helion,"
8373611924 ",,"
Google hacks ","
2003-01-01 ","
2003-01-01 ","
336 ","
polski ","
Aleksandra Tomaszewska ",,
"
Średniowiecze, renesans, barok ",Andrzej Fabianowski,"
językoznawstwo, nauka o literaturze ",Wydawnictwo Wydziału Polonistyki Uniwersytetu Warszawskiego,"
83-87608-59-9 ","
Publikacja dla osób studiujących filologię polską, wydana nakładem Wydziału Polonistyki Uniwersytetu Warszawskiego. ",,"
2003-01-01 ","
2003-01-01 ","
533 ","
polski ",,,
"
Historia kultury fizycznej. Starożytność - Oświecenie ",Marek Ordyłowski,"
sport ",Akademia Wychowania Fizycznego we Wrocławiu,"
83-85279-92-X ","
Kultura fizyczna i jej rozwój są nierozerwalnie powiązane z dziejami cywilizacji. Jest niewątpliwie truizmem stwierdzenie, iż im wyższy poziom rozwoju reprezentuje społeczeństwo, tym ważniejsze miejsce w życiu codziennym przeciętnego człowieka zajmuje kultura fizyczna.
Wraz z rozwojem społeczeństw rozpoczęły się badania naukowe z zakresu wychowania fizycznego; rozpatrywano je w aspekcie medycznym, pedagogicznym i psychologicznym. Podjęto także opracowywanie dziejów kultury fizycznej - zajęto się historią wychowania fizycznego w myśli pedagogicznej, dziejami dyscyplin sportowych i sportu wyczynowego, podjęto próby określenia miejsca kultury fizycznej w dziejach człowieka i wyjaśnienia czynników wpływających na jej rozwój. ",,"
2003-01-01 ","
2003-01-01 ","
154 ","
polski ",,,
"
Astrologia chińska od podstaw ",Daniele de Caumon,"
ezoteryka, senniki, horoskopy ",Świat Książki,"
8373116192 ","
Ten przewodnik po astrologii chińskiej jest niezbędny kazdemu, kto pragnie dokładniej poznać siebie, dowiedziec się, kiedy dokonywać życiowych wyborów i jak kierować swoim losem. Czytelnik znajdzie tu charakterystykę własnego znaku zwierzęcego, pozna jego chiński ascendent, żywioł, dominantę jing lub jang, stosunek znaku horoskopu chińskiego do znaku zodiaku. Dzięki tej książce z łatwością można również naszkicować portret najbliższych i przyjaciół, a także dowiedzieć się, jak utrzymać dobre stosunki z otoczeniem. ","
ABC de l'Astrologie Chinoise ","
2003-01-01 ","
2003-01-01 ","
271 ","
polski ","
Krystyna Szeżyńska-Maćkowiak ",,
"
Lagerfeuer ",Julia Franck,"
literatura piękna ",Fischer Taschenbuch Verlag,"
978-3-596-17952-7 ","
Ende der siebziger Jahre hat Nelly Senff endlich die Tortur der Ausreise hinter sich und kann mit ihren Kindern Ostberlin verlassen. Nun ist sie drüben, aber drüben heißt zunächst das Notaufnahmelager Berlin-Marienfelde. Julia Franck erzählt von vier Menschen an einem Ort der Ungewissheit und des Übergangs, dort, wo sich Lebensgeschichten entscheiden. ",,"
2003-01-01 ",,"
304 ","
niemiecki ",,,
"
Izaak. Syn obietnicy ",Theodore Hudler,"
religia ",Wydawnictwo M,"
8372215650 ",,,"
2003-01-01 ","
2003-01-01 ","
144 ","
polski ",,"

Druga część cyklu o ludziach Biblii jest tak samo ciekawa jak pierwsza. Czyta się lekko i szybko, napisana dobrym stylem. Hudler przedstawia postacie z Pisma jak istoty z krwi i kości- szlachetne i dobre, ale popełniające błędy odczuwające strach a nawet nienawiść. 

Druga część cyklu o ludziach Biblii jest tak samo ciekawa jak pierwsza. Czyta się lekko i szybko, napisana dobrym stylem. Hudler przedstawia postacie z Pisma jak istoty z krwi i kości- szlachetne i dobre, ale popełniające błędy odczuwające strach a nawet nienawiść. 



Pokaż mimo to


",
"
Bolesław Prus: pisarz, publicysta, myśliciel ",Stanisław Fita,"
językoznawstwo, nauka o literaturze ",Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej,"
8322720815 ","
Książka stanowi zbiór referatów wygłoszonych na konferencji poświęconej twórczości Prusa, która odbyła się w dniach 11-13 października 2001 r. Tematyka obrad dotyczyła całokształtu twórczości pisarza - zamieszczone teksty dotyczą noweli, powieści, publicystyki, wyobraźni Prusa, jego utylitaryzmu i filozofii, metaforyki pozytywistycznej i innych zagadnień. Obok prac historycznoliterackich mamy też artykuły językoznawców. ",,"
2003-01-01 ","
2003-01-01 ","
438 ","
polski ",,,
"
Najpiękniejsze bajki ",Ignacy Krasicki,"
bajki ",Zielona Sowa,"
8373891773 ","
Kto jest prawdziwym przyjacielem?
Po czym rozpoznać mądrego?
Czy warto się przechwalać?
Na te i inne pytania znajdziesz odpowiedzi w dowcipnych bajkach Ignacego Krasickiego, jednego z najwybitniejszych bajkopisarzy polskich, w których zwierzęta, rośliny i przedmioty zostały obdarzone cechami ludzkich charakterów.
Te bajki bawią i uczą! ",,"
2003-01-01 ","
2003-01-01 ","
48 ","
polski ",,"

To książka z mojej starej biblioteczki, dodaję na LC, aby mieć kontrolę nad swoimi zasobami, gdyż niektórych egzemplarzy mam po kilka sztuk, warto do nich wracać; 
baśnie i wierszyki lubiłam zawsze, może dlatego, że czytałam je od dziecka i mam sporo ich w domu i chcę sobie przypomnieć dzieciństwo oraz dać młodszemu pokoleniu przykład aby czytali książki 

To książka z mojej starej biblioteczki, dodaję na LC, aby mieć kontrolę nad swoimi zasobami, gdyż niektórych egzemplarzy mam po kilka sztuk, warto do nich wracać; 
baśnie i wierszyki lubiłam zawsze, może dlatego, że czytałam je od dziecka i mam sporo ich w domu i chcę sobie przypomnieć dzieciństwo oraz dać młodszemu pokoleniu przykład aby czytali książki 



Pokaż mimo to


;

Zawarte w krótkich bajkach zasady dobrego życia. Przewrotne i zabawne. 

Zawarte w krótkich bajkach zasady dobrego życia. Przewrotne i zabawne. 



Pokaż mimo to


",
"
Kamyczek. Opiekunka ",Nicole Nadeau,"
literatura dziecięca ",,"
8371415001 ","
Wieczorem rodzice wychodzą na kolację, a Kamyczek zostaje z opiekunką. ",,"
2003-01-01  ","
2003-01-01 ","
24 ","
polski ",,"

Syn (lat 3,5) wybrał tę książkę w bibliotece. Bardzo lubi książki o Kamyczku (w nowszym tłumaczeniu: Kajtusiu), ale ta książka jest jedną ze słabszych jakie czytaliśmy.

Kamyczek zostaje z opiekunką, ponieważ rodzice wieczorem wychodzą. Kamyczek lubi opiekunkę, ale jest smutny że rodzice idą bez niego. Nie wydaje mi się, że ta książka pomoże dzieciom oswoić się z podobną sytuacją. Nie podoba mi się, że jak tata mówi Kamyczkowi że ""mama i tata chcą pobyć razem"" a Kajtuś pyta dlaczego, nie ma na to pytanie żadnej odpowiedzi tylko komentarz narratora ""Chłopiec chciał wiedzieć wszystko"". Cała historyjka jest jakby pobieżnym streszczeniem odcinka bajki o Kamyczku, gdzie zabrakło miejsca na szczegóły ponieważ więcej tekstu nie zmieściło się na stronach. 

Syn (lat 3,5) wybrał tę książkę w bibliotece. Bardzo lubi książki o Kamyczku (w nowszym tłumaczeniu: Kajtusiu), ale ta książka jest jedną ze słabszych jakie czytaliśmy.

Kamyczek zostaje z opiekunką, ponieważ rodzice wieczorem wychodzą. Kamyczek lubi opiekunkę, ale jest smutny że rodzice idą bez niego. Nie wydaje mi się, że ta książka pomoże dzieciom oswoić się z podobną... 

więcej



mniej





Pokaż mimo to


",
"
Jak polubić menopauzę ",Jan King,"
poradniki ",Wiedza i Życie,"
8371842406 ",,,"
2003-01-01 ","
2003-01-01 ","
188 ","
polski ",,,
"
Wielka encyklopedia świata. Oxford - T.5 ",praca zbiorowa,"
encyklopedie, słowniki ",OXFORD Educational Sp. z o. o.,,,,"
2003-01-01 ","
2003-01-01 ","
332 ","
polski ",,,
"
Izaak. Syn obietnicy ",Theodore Hudler,"
religia ",Wydawnictwo M,"
8372215650 ",,,"
2003-01-01 ","
2003-01-01 ","
144 ","
polski ",,"

Druga część cyklu o ludziach Biblii jest tak samo ciekawa jak pierwsza. Czyta się lekko i szybko, napisana dobrym stylem. Hudler przedstawia postacie z Pisma jak istoty z krwi i kości- szlachetne i dobre, ale popełniające błędy odczuwające strach a nawet nienawiść. 

Druga część cyklu o ludziach Biblii jest tak samo ciekawa jak pierwsza. Czyta się lekko i szybko, napisana dobrym stylem. Hudler przedstawia postacie z Pisma jak istoty z krwi i kości- szlachetne i dobre, ale popełniające błędy odczuwające strach a nawet nienawiść. 



Pokaż mimo to


",
"
Najpiękniejsze baśnie świata ",praca zbiorowa,"
bajki ",Wilga,"
8371566343 ","
Ta książka powinna się znaleźć w biblioteczce każdego dziecka!

Proponujemy wybór klasycznych bajek, które na stałe zagoszczą w sercu i wyobraźni małego czytelnika. Zachęcą dziecko do samodzielnej lektury i częstych odwiedzin w czarownej krainie baśni:
*Kopciuszek
*Kot w butach
*Czerwony Kapturek
*Śpiąca Królewna
*Jaś i Małgosia
*Królewna Śnieżka
*Pinokio
*Brzydkie kaczątko ",,"
2003-01-01 ","
2003-01-01 ","
56 ","
polski ",,"

Wspaniała literatura! Polecam dla dużych i małych! Piękne ilustracje. 

Wspaniała literatura! Polecam dla dużych i małych! Piękne ilustracje. 



Pokaż mimo to


",
"
Władza a społeczeństwo w PRL: studia historyczne ",Andrzej Friszke,"
historia ",Instytut Studi√≥w Politycznych PAN,"
8388490400 ","
Opracowania zgromadzone w tej ksińÖŇľce - napisane przez osoby zwińÖzane z ZakŇāadem Najnowszej Historii Politycznej Instytutu Studi√≥w Politycznych PAN - sńÖ poŇõwińôcone relacjom mińôdzy kierowniczym aparatem wŇāadzy PRL a spoŇāeczeŇĄstwem. Autorzy wińôkszoŇõci prac skupili uwagńô na okresie przez i po PaŇļdzierniku 1956r., teksty opublikowane w koŇĄcowej czńôŇõci tomu odnoszńÖ sińô do schyŇāku PRL. ",,"
2003-01-01 ","
2003-01-01 ",,,,,
"
Kobieta, która umie czekać ",Debby Jones,"
religia ",Agape,"
8385427457 ","
Cenne rady dla wszystkich kobiet, niezależnie od stanu cywilnego i wieku. Im wcześniej się z nimi zapoznasz, tym większa szansa, że ochronią Cię przed komplikacjami związanymi z niefortunnymi wyborami życiowymi.
Czekanie to umiejętność, którą bardzo trudno posiąść w dzisiejszym świecie, gdzie wiele spraw nabiera niebezpiecznego tempa. Dotyczy to także spraw płci i rodziny, związków dziewcząt i chłopców, mężczyzn i kobiet. Kobieta która umie czekać to książka przedstawiająca zasady oparte zarówno na prawdach zawartych w Biblii, jak i znajomości kobiecej psychiki. Stanowią one wyzwanie zarówno dla osób samotnych, jak i pozostających w małżeństwie. Kobieta która umie czekać to książka dla każdej przedstawicielki płci pięknej, która szczerze i gorąco pragnie znać Boży punkt widzenia, gdy chodzi o jej przyszłość oraz życie w ogóle. Przedstawione tu biblijne prawdy ilustrują przykłady z życia pozwalające rozpoznać konkretne wyzwania związane z sytuacjami, którym sprostanie pozwala stawać się kobietą naprawdę poddaną Bogu.
Kobieta która umie czekać uzmysławia czytającym, że zaspokojenie najgłębszych tęsknot kobiecego serca nie zależy wyłącznie i przede wszystkim od innych ludzi. ",,"
2003-01-01 ","
2003-01-01 ","
176 ","
polski ",,,
"
Postmodernizm. Teksty polskich autorów ",Maria Anna Potocka,"
językoznawstwo, nauka o literaturze ",Bunkier Sztuki,"
8386905506 ","
Postmodernizm. Teksty polskich autorów nie jest zbiorem definicji, rozwiązań, wyjaśnień, ułatwień czy rozstrzygnięć, odnoszących się do tego ciągle jeszcze kontrowersyjnego terminu(…). Kontakt z myśleniem „macającym” daje ogromne korzyści. Możemy podglądnąć próby odkrywania metod, zobaczyć igranie z niepewnością, poznać zasadzki na komplikacje i odkrywanie konstruktywnych uproszczeń.

Publikacja stanowi zbiór najnowszych prac polskich autorów( m.in.Michał Paweł Markowski, Anna Burzyńska, Maria Anna Potocka, Andrzej Szachaj, Jan Woleński, Stanisław Cichowicz) o postmodernizmie w filozofii, literaturze i kulturze. 
Wydawnictwo jest uzupełnione bibliografią. ",,"
2003-01-01 ","
2003-01-01 ","
280 ","
polski ",,,
"
Irak 2003 ",Hubert Królikowski,"
militaria, wojskowość ",Bellona,"
8311097461 ","
Druga wojna w Zatoce Perskiej – konflikt zbrojny, który rozpoczął się 20 marca 2003 między koalicją sił międzynarodowych (głównie USA i Wielkiej Brytanii) a armią Iraku. Po ok. trzech tygodniach walk siły międzynarodowe objęły kontrolę nad większością terytorium Iraku, obalając rząd tworzony przez partię Baas i Saddama Husajna i rozpoczynając okupację tego kraju, trwającą formalnie do 2005 r. Siły międzynarodowe liczyły ok. 250 000 żołnierzy amerykańskich, 45 000 brytyjskich, 2000 australijskich, 180 polskich (ORP ""Kontradmirał Xawery Czernicki"", grupy GROM i pododdział usuwania skażeń chemicznych z 4 Pułku Chemicznego w Brodnicy). Oprócz tego siły te były wspierane od północy przez ok. 50 000 partyzantów kurdyjskich. Siły międzynarodowe wkroczyły do Iraku od południa, przekraczając granicę od strony Kuwejtu i Zatoki Perskiej. ",,"
2003-01-01 ","
2003-01-01 ","
64 ","
polski ",,"

Krótka książka pisana przez dwóch autorów, którzy za bardzo nie wchodzą w szczegóły poza wnioskami o szerszym wykorzystaniu jednostek specjalnych, bo w I wojnie Zatoce Perskiej Schwarzkopf nie brał ich za poważnie. 

Krótka książka pisana przez dwóch autorów, którzy za bardzo nie wchodzą w szczegóły poza wnioskami o szerszym wykorzystaniu jednostek specjalnych, bo w I wojnie Zatoce Perskiej Schwarzkopf nie brał ich za poważnie. 



Pokaż mimo to


",
"
Melancholia symboli ",Janusz Styczeń,"
poezja ",Trzebnica,"
8391442187 ",,,"
2003-01-01 ","
2003-01-01 ","
72 ","
polski ",,,
"
Muzeum Wyobraźni ",Tomasz Sńôtowski,"
albumy ",Muza,"
8372003033 ","
Album prac Tomasza Sńôtowskiego, czńôstochowskiego malarza realizmu magicznego ",,"
2003-01-01 ","
2003-01-01 ","
224 ",,,,
"
Cerebus ",Dave Sim,"
komiksy ",Aardvark-Vanaheim,,,,"
2003-01-01 ",,,"
angielski ",,,
"
Working Wonders ",Jenny Colgan,"
literatura obyczajowa, romans ",HarperCollins,"
000710555X ","
Jenny Colgan has carved out some highly individual territory as a writer of great warmth and humour; she is a clear-eyed observer of human nature, as ready to extend sympathy to her characters as she is to be sardonic about their foibles. With Working Wonders, this brand of humorous writing is satisfyingly in evidence once more, wedded this time to a complex and intriguing plot.

Arthur Pendleton has led an unexciting life, working as a town planner and slowly realising that his life holds few surprises. Then he encounters the head of a team of management consultants, the beguiling and beautiful Gwyneth Morgan, a woman Arthur finds himself intimidated by. Her job is to inspire Arthur and his ill-assorted team of planners to take on a daunting task--ensure that Coventry becomes the new European city of culture. Looking around at such colleagues as nerdish computer expert Sven and the unhappy (and long-suffering) Cathy, Arthur becomes increasingly dispirited. And then, astonishingly, Gwyneth shows signs of being attracted to him, and (even more surprisingly) his team begins to fire on all cylinders with ideas. But which is more achievable: beginning a relationship with the intriguing Gwyneth, or making Coventry appear interesting? The elements that made Jenny Colgan's earlier books bestsellers are firmly in place here: quirkily observed characters, capricious plotting and a truly involving sense of the way in which most of us live our lives. Both Arthur and Gwyneth are beautifully drawn, and even if the basic theme (dull hero and brighter heroine in a non-metropolitan culture clash) may owe something to David Lodge's Changing Places, it's none the worse for that; this is an enchanting read. --Barry Forshaw ",,"
2003-01-01 ","
2003-01-01 ","
327 ","
polski ",,,
"
Świat podrobiony. Krytyka i literatura wobec nowej rzeczywistości ",Przemysław Czapliński,"
sztuka ",Universitas,"
8370524877 ",,,"
2003-01-01 ","
2003-01-01 ","
272 ","
polski ",,,
"
Lis i jaskółka ",Jan Brzechwa,"
literatura dziecięca ",SARA,"
8372970505 ","
Książeczka ze sztywnymi kartkami przeznaczona dla najmłodszych. ",,"
2003-01-01 ","
2003-01-01 ",,"
polski ",,,
